ext,source,qid,label,description,aliases,enwiki_title,wikidata_url,wikipedia_url,mime_types,instance_of_labels,instance_of_qids,suggested_label,wikidata_rank,wikipedia_note
scn,wikidata,Q105853238,Scidb player/event/site/annotator data,file format,,,https://www.wikidata.org/wiki/Q105853238,,application/octet-stream,file format,Q235557,,normal,
scn,wikidata,Q105855658,Orbiter scenario,file format,,,https://www.wikidata.org/wiki/Q105855658,,,file format,Q235557,,normal,
scn,wikidata,Q110995135,Asymetrix 3D Scene,file format,,,https://www.wikidata.org/wiki/Q110995135,,,file format,Q235557,,normal,
scn,wikidata,Q110995667,VideoWave Scene,file format,,,https://www.wikidata.org/wiki/Q110995667,,,file format,Q235557,,normal,
scn,wikidata,Q134387907,SOFA Scene file,file format,,,https://www.wikidata.org/wiki/Q134387907,,,file format,Q235557,,normal,
scn,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scn,wikidata,Q28770330,LightWave Scene,LightWave Scene file format,LightWave 3D Scene,,https://www.wikidata.org/wiki/Q28770330,,image/x-lws,file format,Q235557,,normal,
scn,wikidata,Q28975633,NextEngine Scan,file format,.scn,,https://www.wikidata.org/wiki/Q28975633,,,file format,Q235557,,normal,
scn,wikidata,Q34743342,Softimage Scene,file format,Softimage SCN; .scn,,https://www.wikidata.org/wiki/Q34743342,,application/octet-stream,file format,Q235557,,normal,
scn,wikidata,Q47462131,Caligari TrueSpace file format (ASCII),file format,TrueSpace file format ASCII encoding,,https://www.wikidata.org/wiki/Q47462131,,,file format,Q235557,,normal,
scn,wikidata,Q47462143,Caligari TrueSpace file format,binary file format,TrueSpace file format binary encoding,,https://www.wikidata.org/wiki/Q47462143,,,file format,Q235557,,normal,
scn,wikidata,Q4836515,BSAVE,image file format,BSAVE Image; .pic; .scn; .bsv; .cgx; BSAVED Image; BSAVE graphics; BLOAD format,BSAVE,https://www.wikidata.org/wiki/Q4836515,https://en.wikipedia.org/wiki/BSAVE,,file format,Q235557,,normal,
scn0,wikidata,Q105852386,Wii Texture Animation,file format,,,https://www.wikidata.org/wiki/Q105852386,,,file format,Q235557,,normal,
scntoc,wikidata,Q105851647,Softimage Scene TOC,file format,,,https://www.wikidata.org/wiki/Q105851647,,text/xml,file format,Q235557,,normal,
sco,wikidata,Q105852013,Csound Score,file format,,,https://www.wikidata.org/wiki/Q105852013,,audio/csound,file format,Q235557,,normal,
sco,wikidata,Q105852441,A'dam Music Composer Score,file format,,,https://www.wikidata.org/wiki/Q105852441,,text/plain,file format,Q235557,,normal,
sco,wikidata,Q126070475,Sibelius Scorch,file format,Scorch file,,https://www.wikidata.org/wiki/Q126070475,,,file format,Q235557,,normal,
sco,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scores,wikidata,Q28205518,atomix.scores,file format,.scores,,https://www.wikidata.org/wiki/Q28205518,,,file format,Q235557,,normal,
scp,wikidata,Q105852239,Adorage Script,file format,,,https://www.wikidata.org/wiki/Q105852239,,application/octet-stream,file format,Q235557,,normal,
scp,wikidata,Q105854108,Alpha Four Script,file format,,,https://www.wikidata.org/wiki/Q105854108,,application/octet-stream,file format,Q235557,,normal,
scp,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scp,wikidata,Q29000565,SuperCard Pro dump,file format,.scp; SuperCard Pro Image File,,https://www.wikidata.org/wiki/Q29000565,,application/octet-stream,file format,Q235557,,normal,
scpt,wikidata,Q105852792,Compiled AppleScript script,file format,,,https://www.wikidata.org/wiki/Q105852792,,application/octet-stream,file format,Q235557,,normal,
scpt,wikidata,Q105853091,Fetch Script,file format,,,https://www.wikidata.org/wiki/Q105853091,,application/octet-stream,file format,Q235557,,normal,
scpt,wikidata,Q118877820,Open Scripting Architecture binary script,,,,https://www.wikidata.org/wiki/Q118877820,,,file format,Q235557,,normal,
scpt,wikidata,Q120157985,JavaScript for Automation,,JXA,JavaScript for Automation,https://www.wikidata.org/wiki/Q120157985,https://en.wikipedia.org/wiki/JavaScript_for_Automation,application/octet-stream,scripting language,Q187432,,normal,
scptd,wikidata,Q120157985,JavaScript for Automation,,JXA,JavaScript for Automation,https://www.wikidata.org/wiki/Q120157985,https://en.wikipedia.org/wiki/JavaScript_for_Automation,application/octet-stream,scripting language,Q187432,,normal,
scq,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scr,wikidata,Q105851899,A'dam Music Composer Script,file format,,,https://www.wikidata.org/wiki/Q105851899,,text/plain,file format,Q235557,,normal,
scr,wikidata,Q105851988,Ani ST Script,file format,,,https://www.wikidata.org/wiki/Q105851988,,text/plain; image/x-ani-st,file format,Q235557,,normal,
scr,wikidata,Q105852118,32-Bit Sequencer Script (v1.2),file format,,,https://www.wikidata.org/wiki/Q105852118,,text/plain,file format,Q235557,,normal,
scr,wikidata,Q105852141,Dynamix Screen data container,file format,,,https://www.wikidata.org/wiki/Q105852141,,application/octet-stream,file format,Q235557,,normal,
scr,wikidata,Q105852230,Turbo Silver v3 Script,file format,,,https://www.wikidata.org/wiki/Q105852230,,application/octet-stream,file format,Q235557,,normal,
scr,wikidata,Q105852248,Silver Scene,file format,,,https://www.wikidata.org/wiki/Q105852248,,application/octet-stream,file format,Q235557,,normal,
scr,wikidata,Q105852336,dBASE IV Screen,file format,,,https://www.wikidata.org/wiki/Q105852336,,application/octet-stream,file format,Q235557,,normal,
scr,wikidata,Q105852881,CA-Compete! Script,file format,,,https://www.wikidata.org/wiki/Q105852881,,text/plain,file format,Q235557,,normal,
scr,wikidata,Q105852952,A'dam Music Composer Script (with rem),file format,,,https://www.wikidata.org/wiki/Q105852952,,text/plain,file format,Q235557,,normal,
scr,wikidata,Q105853390,Vista Script,file format,,,https://www.wikidata.org/wiki/Q105853390,,text/plain,file format,Q235557,,normal,
scr,wikidata,Q1076355,Portable Executable,file format,PE; .exe; .dll; .sys; .drv; .ocx; .cpl; .scr; .efi,Portable Executable,https://www.wikidata.org/wiki/Q1076355,https://en.wikipedia.org/wiki/Portable_Executable,application/vnd.microsoft.portable-executable; application/efi,exe extension associated executable fileformat,Q17560541,,normal,
scr,wikidata,Q120805201,OCP Art Studio Screen File,,,,https://www.wikidata.org/wiki/Q120805201,,,file format,Q235557,,normal,
scr,wikidata,Q125298468,Scribe,file format,Scribe file,,https://www.wikidata.org/wiki/Q125298468,,,file format,Q235557,,normal,
scr,wikidata,Q133538700,DataShow Screen file,file format,DataShow Screen,,https://www.wikidata.org/wiki/Q133538700,,image/x-datashow-screen,file format,Q235557,,normal,
scr,wikidata,Q17138473,Sun Raster,file format,Sun Rasterfile; .sun; .ras; .rast; .rs; .sr; .scr; .im1; .im8; .im24; .im32; Sun Raster bitmap,Sun Raster,https://www.wikidata.org/wiki/Q17138473,https://en.wikipedia.org/wiki/Sun_Raster,image/x-sun-raster,file format,Q235557,,normal,
scr,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scr,wikidata,Q28207252,SCR,file format,ZX-Spectrum SCREEN$; .scr; ZX Spectrum standard screen,,https://www.wikidata.org/wiki/Q28207252,,image/x-zx-spectrum-standard-screen,file format,Q235557,,normal,
scr,wikidata,Q28207516,Word for DOS screen capture,file format,.scr,,https://www.wikidata.org/wiki/Q28207516,,,file format,Q235557,,normal,
scr,wikidata,Q34747168,STATISTICA Scrollsheet File,file format,.scr,,https://www.wikidata.org/wiki/Q34747168,,,STATISTICA,Q34746188,,normal,
scr,wikidata,Q4045294,New Executable,file format,.exe; .dll; .cpl; .drv; .scr,New Executable,https://www.wikidata.org/wiki/Q4045294,https://en.wikipedia.org/wiki/New_Executable,,exe extension associated executable fileformat,Q17560541,,normal,
scr,wikidata,Q51751573,AutoCAD Script,file format,.scr,,https://www.wikidata.org/wiki/Q51751573,,,file format,Q235557,,normal,
scrbl,wikidata,Q125298268,Scribble,file format,Scribble file,,https://www.wikidata.org/wiki/Q125298268,,,file format,Q235557,,normal,
screem,wikidata,Q105853208,SCREEM project,file format,,,https://www.wikidata.org/wiki/Q105853208,,,file format,Q235557,,normal,
script,wikidata,Q105851742,Aegis VideoSEG Script,file format,,,https://www.wikidata.org/wiki/Q105851742,,application/octet-stream,file format,Q235557,,normal,
script,wikidata,Q105852156,DemoManiac Script,file format,,,https://www.wikidata.org/wiki/Q105852156,,application/octet-stream,file format,Q235557,,normal,
script,wikidata,Q105852259,PageRender3D Script,file format,,,https://www.wikidata.org/wiki/Q105852259,,text/plain,file format,Q235557,,normal,
script,wikidata,Q105852402,STFax Script,file format,,,https://www.wikidata.org/wiki/Q105852402,,application/octet-stream,file format,Q235557,,normal,
script,wikidata,Q105852522,Aegis Animator Script,file format,,,https://www.wikidata.org/wiki/Q105852522,,text/plain,file format,Q235557,,normal,
script,wikidata,Q105852668,Scala Multimedia Script (v2.0),file format,,,https://www.wikidata.org/wiki/Q105852668,,text/plain,file format,Q235557,,normal,
script,wikidata,Q105852868,Scala Multimedia Script (v1.0),file format,,,https://www.wikidata.org/wiki/Q105852868,,text/plain,file format,Q235557,,normal,
script,wikidata,Q105853072,Vista camera Script,file format,,,https://www.wikidata.org/wiki/Q105853072,,text/plain,file format,Q235557,,normal,
script,wikidata,Q105853093,Scala Multimedia Script (v3.0),file format,,,https://www.wikidata.org/wiki/Q105853093,,text/plain,file format,Q235557,,normal,
script,wikidata,Q105853279,TV-SHOW Script,file format,,,https://www.wikidata.org/wiki/Q105853279,,application/octet-stream,file format,Q235557,,normal,
scriptterminology,wikidata,Q105851923,AppleScript Terminology,file format,,,https://www.wikidata.org/wiki/Q105851923,,,file format,Q235557,,normal,
scriv,wikidata,Q34308772,Scrivener document,file format,.scriv,,https://www.wikidata.org/wiki/Q34308772,,,file format,Q235557,,normal,
scrivx,wikidata,Q105851713,Scrivener XML document,file format,,,https://www.wikidata.org/wiki/Q105851713,,,file format,Q235557,,normal,
scrpt,wikidata,Q105852616,Genesis - The Third Day Script,file format,,,https://www.wikidata.org/wiki/Q105852616,,text/plain,file format,Q235557,,normal,
scs,wikidata,Q105852592,SkyChart 2000 Settings,file format,,,https://www.wikidata.org/wiki/Q105852592,,text/xml,file format,Q235557,,normal,
scs,wikidata,Q105852956,Lotus ScreenCam Caption Script,file format,,,https://www.wikidata.org/wiki/Q105852956,,application/octet-stream,file format,Q235557,,normal,
scs,wikidata,Q105853323,ASCD snapshot (unGZipped),file format,,,https://www.wikidata.org/wiki/Q105853323,,application/octet-stream,file format,Q235557,,normal,
scss,wikidata,Q34305098,Sassy Cascading Style Sheets,file format,Sassy CSS; Sassy Cascading StyleSheets; .scss; SCSS stylesheet,,https://www.wikidata.org/wiki/Q34305098,,text/x-scss,file format,Q235557,,normal,
sct,wikidata,Q105853268,SPSS template,file format,,,https://www.wikidata.org/wiki/Q105853268,,,file format,Q235557,,normal,
sct,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
sct,wikidata,Q48105549,SAS for MS-DOS Catalog,file format,.sct,,https://www.wikidata.org/wiki/Q48105549,,,file format,Q235557,,normal,
sct,wikidata,Q7434105,Scitex Continuous Tone,file format,Scitex CT; .sct; .ct; .ch; SCT,Scitex CT,https://www.wikidata.org/wiki/Q7434105,https://en.wikipedia.org/wiki/Scitex_CT,application/scitex,file format,Q235557,,normal,
scu,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scut,wikidata,Q105852135,Easy Cut Studio project,file format,,,https://www.wikidata.org/wiki/Q105852135,,text/xml,file format,Q235557,,normal,
scv,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scw,wikidata,Q105853342,Movie Magic Screenwriter document,file format,Screenwriter document; Screenwriter script file; Screenwriter script,,https://www.wikidata.org/wiki/Q105853342,,,file format,Q235557,,normal,
scw,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scx,wikidata,Q105852879,Term95 Script,file format,,,https://www.wikidata.org/wiki/Q105852879,,application/octet-stream,file format,Q235557,,normal,
scx,wikidata,Q105858530,ColoRIX bitmap,file format,,,https://www.wikidata.org/wiki/Q105858530,,application/octet-stream,file format,Q235557,,normal,
scx,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scxml,wikidata,Q7389358,State Chart XML,XML-based markup language,SCXML; State Machine Notation for Control Abstraction; .scxml,SCXML,https://www.wikidata.org/wiki/Q7389358,https://en.wikipedia.org/wiki/SCXML,,markup language; W3C Recommendation; XML-based format,Q37045; Q2661442; Q20155966,data:xml-like,normal,
scy,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
scz,wikidata,Q105851790,Wingz script,file format,,,https://www.wikidata.org/wiki/Q105851790,,application/octet-stream,file format,Q235557,,normal,
scz,wikidata,Q28205846,ColoRIX,file format,RIX; .rix; .sca; .scb; .scc; .sce; .scf; .scg; .sgi; .sck; .scl; .scn; .sco; .scp; .scq; .scr; .sct; .scu; .scv; .scw; .scx; .scy; .scz,,https://www.wikidata.org/wiki/Q28205846,,,file format,Q235557,,normal,
sd,wikidata,Q105852774,ESPS Sampled Data,file format,,,https://www.wikidata.org/wiki/Q105852774,,application/octet-stream,file format,Q235557,,normal,
sd,wikidata,Q111263309,Sound Designer I file,file format,,,https://www.wikidata.org/wiki/Q111263309,,,file format,Q235557,,normal,
sd,wikipedia,Q215106,TIFF,series of image file formats,TIF; Tag Image File Format; Tagged Image File Format,TIFF,https://www.wikidata.org/wiki/Q215106,https://en.wikipedia.org/wiki/TIFF,image/tiff,file format family,Q26085352,,,
sd,wikipedia,Q28530510,Structure-data file,"file format for atomic coordinates, chemical bond information, and metadata",.sdf; SDF; MDL SDF format; SDF format; Structures Data File; SDFile; chemical/x-mdl-sdfile,Structure data file,https://www.wikidata.org/wiki/Q28530510,https://en.wikipedia.org/wiki/Structure_data_file,chemical/x-mdl-sdfile,file format,Q235557,,,
sd,wikipedia,Q3841253,MDL Molfile,file format in chemistry,.mol; Molfile; MOL; MDL MOL Molecule file,MDL Molfile,https://www.wikidata.org/wiki/Q3841253,https://en.wikipedia.org/wiki/MDL_Molfile,chemical/x-mdl-molfile,file format,Q235557,,,
sd0,wikidata,Q133503583,Dali low resolution file,file format,Dali low resolution,,https://www.wikidata.org/wiki/Q133503583,,,file format,Q235557,,normal,
sd1,wikidata,Q133519942,Dali medium resolution file,file format,Dali medium resolution,,https://www.wikidata.org/wiki/Q133519942,,,file format,Q235557,,normal,
sd2,wikidata,Q111341734,Sound Designer II data forks,file format,,,https://www.wikidata.org/wiki/Q111341734,,,file format,Q235557,,normal,
sd2,wikidata,Q111341736,Sound Designer II flattened file,file format,,,https://www.wikidata.org/wiki/Q111341736,,,file format,Q235557,,normal,
sd2,wikidata,Q133503561,Dali high resolution file,file format,Dali high resolution,,https://www.wikidata.org/wiki/Q133503561,,,file format,Q235557,,normal,
sd2,wikidata,Q29904526,Statistical Analysis System data set (Windows),file format,.sas7bdat; SAS data set; .sd7,,https://www.wikidata.org/wiki/Q29904526,,,,,,normal,
sd2,wikidata,Q47483338,Statistical Analysis System data set (Unix),file format,,,https://www.wikidata.org/wiki/Q47483338,,,file format,Q235557,,normal,
sd2,wikidata,Q59961716,Sound Designer II Audio File,file format,.sd2,,https://www.wikidata.org/wiki/Q59961716,,application/octet-stream,file format,Q235557,,normal,
