pl_id,ext,source,strength,source_key,evidence
pl/vbscript,.vbs,pygments,primary,VBScriptLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vcard,.vcf,linguist,primary,vCard,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vcl,.vcl,linguist,primary,VCL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vcl,.vcl,pygments,primary,VCLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/velocity-template-language,.vtl,linguist,primary,Velocity Template Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/velocity-template-language,.vm,pygments,primary,VelocityLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/velocity-template-language,.fhtml,pygments,secondary,VelocityLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vento,.vto,linguist,primary,Vento,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/verifpal,.vp,pygments,primary,VerifpalLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/verilog,.v,linguist,primary,Verilog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/verilog,.veo,linguist,secondary,Verilog,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/verilog,.v,pygments,primary,VerilogLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vhdl,.vhdl,linguist,primary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vhd,linguist,secondary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vhf,linguist,secondary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vhi,linguist,secondary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vho,linguist,secondary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vhs,linguist,secondary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vht,linguist,secondary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vhw,linguist,secondary,VHDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vhdl,.vhdl,pygments,primary,VhdlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vhdl,.vhd,pygments,secondary,VhdlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim,.vim,pygments,primary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim,.vimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim,.exrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim,.gvimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim,._vimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim,._exrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim,._gvimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-help-file,.txt,linguist,primary,Vim Help File,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-help-file,.txt,pygments,primary,TextLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-snippet,.snip,linguist,primary,Vim Snippet,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-snippet,.snippet,linguist,secondary,Vim Snippet,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-snippet,.snippets,linguist,secondary,Vim Snippet,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-script,.vim,linguist,primary,Vim Script,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-script,.vba,linguist,secondary,Vim Script,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-script,.vimrc,linguist,secondary,Vim Script,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-script,.vmb,linguist,secondary,Vim Script,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vim-script,.vim,pygments,primary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-script,.vimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-script,.exrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-script,.gvimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-script,._vimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-script,._exrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vim-script,._gvimrc,pygments,secondary,VimLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/visual-basic-net,.vb,linguist,primary,Visual Basic .NET,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/visual-basic-net,.vbhtml,linguist,secondary,Visual Basic .NET,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/visual-basic-net,.vb,pygments,primary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/visual-basic-net,.bas,pygments,secondary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/visual-basic-6-0,.bas,linguist,primary,Visual Basic 6.0,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/visual-basic-6-0,.cls,linguist,secondary,Visual Basic 6.0,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/visual-basic-6-0,.ctl,linguist,secondary,Visual Basic 6.0,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/visual-basic-6-0,.dsr,linguist,secondary,Visual Basic 6.0,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/visual-basic-6-0,.frm,linguist,secondary,Visual Basic 6.0,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/visual-basic-6-0,.vb,pygments,primary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/visual-basic-6-0,.bas,pygments,secondary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/visual-basic,.vb,pygments,primary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/visual-basic,.bas,pygments,secondary,VbNetLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/volt,.volt,linguist,primary,Volt,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vue,.vue,linguist,primary,Vue,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vue,.vue,pygments,primary,VueLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/vyper,.vy,linguist,primary,Vyper,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/vyper,.vy,pygments,primary,VyperLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wast,.wat,pygments,primary,WatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wast,.wast,pygments,secondary,WatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wavefront-material,.mtl,linguist,primary,Wavefront Material,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wavefront-object,.obj,linguist,primary,Wavefront Object,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wdl,.wdl,linguist,primary,WDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/web-ontology-language,.owl,linguist,primary,Web Ontology Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/webassembly,.wast,linguist,primary,WebAssembly,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/webassembly,.wat,linguist,secondary,WebAssembly,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/webassembly,.wat,pygments,primary,WatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/webassembly,.wast,pygments,secondary,WatLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/webassembly-interface-type,.wit,linguist,primary,WebAssembly Interface Type,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/webidl,.webidl,linguist,primary,WebIDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/webidl,.webidl,pygments,primary,WebIDLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/webvtt,.vtt,linguist,primary,WebVTT,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wgsl,.wgsl,linguist,primary,WGSL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wgsl,.wgsl,pygments,primary,WgslLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/whiley,.whiley,linguist,primary,Whiley,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/whiley,.whiley,pygments,primary,WhileyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wikitext,.mediawiki,linguist,primary,Wikitext,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wikitext,.wiki,linguist,secondary,Wikitext,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wikitext,.wikitext,linguist,secondary,Wikitext,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/win32-message-file,.mc,linguist,primary,Win32 Message File,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/win32-message-file,.m,pygments,primary,MasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/win32-message-file,.mhtml,pygments,secondary,MasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/win32-message-file,.mc,pygments,secondary,MasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/win32-message-file,.mi,pygments,secondary,MasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/win32-message-file,.autohandler,pygments,secondary,MasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/win32-message-file,.dhandler,pygments,secondary,MasonLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/winbatch,.bat,pygments,primary,BatchLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/winbatch,.cmd,pygments,secondary,BatchLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/windows-registry-entries,.reg,linguist,primary,Windows Registry Entries,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/windows-registry-entries,.reg,pygments,primary,RegeditLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wisp,.wisp,linguist,primary,wisp,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/witcher-script,.ws,linguist,primary,Witcher Script,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram,.nb,pygments,primary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wolfram,.cdf,pygments,secondary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wolfram,.nbp,pygments,secondary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wolfram,.ma,pygments,secondary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wolfram-language,.mathematica,linguist,primary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.cdf,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.m,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.ma,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.mt,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.nb,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.nbp,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.wl,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.wls,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.wlt,linguist,secondary,Wolfram Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wolfram-language,.nb,pygments,primary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wolfram-language,.cdf,pygments,secondary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wolfram-language,.nbp,pygments,secondary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wolfram-language,.ma,pygments,secondary,MathematicaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wollok,.wlk,linguist,primary,Wollok,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/world-of-warcraft-addon-data,.toc,linguist,primary,World of Warcraft Addon Data,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/world-of-warcraft-addon-data,.toc,pygments,primary,WoWTocLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/wren,.wren,linguist,primary,Wren,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/wren,.wren,pygments,primary,WrenLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/xpp,.xpp,pygments,primary,XppLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/x-bitmap,.xbm,linguist,primary,X BitMap,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/x-pixmap,.xpm,linguist,primary,X PixMap,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/x-pixmap,.pm,linguist,secondary,X PixMap,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/x-pixmap,.pml,pygments,primary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/x-pixmap,.prom,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/x-pixmap,.prm,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/x-pixmap,.promela,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/x-pixmap,.pr,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/x-pixmap,.pm,pygments,secondary,PromelaLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/x10,.x10,linguist,primary,X10,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/x10,.x10,pygments,primary,X10Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/xbase,.prg,linguist,primary,xBase,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/xbase,.ch,linguist,secondary,xBase,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/xbase,.prw,linguist,secondary,xBase,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/xbase,.prg,pygments,primary,FoxProLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/xc,.xc,linguist,primary,XC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/xml,.xml,linguist,primary,XML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/xml,.adml,linguist,secondary,XML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/xml,.admx,linguist,secondary,XML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/xml,.ant,linguist,secondary,XML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
